28-01-21,13:46:27,4.523024e+00
28-01-21,13:47:27,4.508090e+00
28-01-21,13:48:27,4.494763e+00
28-01-21,13:49:27,4.481862e+00
28-01-21,13:50:27,4.470756e+00
28-01-21,13:51:27,4.458327e+00
28-01-21,13:52:27,4.446795e+00
28-01-21,13:53:28,4.433988e+00
28-01-21,13:54:28,4.423733e+00
28-01-21,13:55:28,4.413998e+00
28-01-21,13:56:28,4.403034e+00
28-01-21,13:57:28,4.392637e+00
28-01-21,13:58:28,4.381578e+00
28-01-21,13:59:28,4.371181e+00
28-01-21,14:00:29,4.360311e+00
28-01-21,14:01:29,4.353459e+00
28-01-21,14:02:29,4.341644e+00
28-01-21,14:03:29,4.332523e+00
28-01-21,14:04:29,4.323591e+00
28-01-21,14:05:29,4.312695e+00
28-01-21,14:06:29,4.303754e+00
28-01-21,14:07:29,4.295568e+00
28-01-21,14:08:29,4.286542e+00
28-01-21,14:09:29,4.278482e+00
28-01-21,14:10:29,4.269625e+00
28-01-21,14:11:30,4.260851e+00
28-01-21,14:12:30,4.252077e+00
28-01-21,14:13:30,4.243640e+00
28-01-21,14:14:30,4.235118e+00
28-01-21,14:15:30,4.226386e+00
28-01-21,14:16:30,4.216605e+00
28-01-21,14:17:30,4.206698e+00
28-01-21,14:18:30,4.198470e+00
28-01-21,14:19:30,4.189067e+00
28-01-21,14:20:30,4.180965e+00
28-01-21,14:21:30,4.173325e+00
28-01-21,14:22:31,4.163040e+00
28-01-21,14:23:31,4.153343e+00
28-01-21,14:24:31,4.144737e+00
28-01-21,14:25:31,4.135418e+00
28-01-21,14:26:31,4.126308e+00
28-01-21,14:27:31,4.116107e+00
28-01-21,14:28:31,4.106536e+00
28-01-21,14:29:31,4.097595e+00
28-01-21,14:30:31,4.088485e+00
28-01-21,14:31:31,4.077991e+00
28-01-21,14:32:31,4.069301e+00
28-01-21,14:33:31,4.059058e+00
28-01-21,14:34:31,4.051250e+00
28-01-21,14:35:31,4.042014e+00
28-01-21,14:36:31,4.033104e+00
28-01-21,14:37:32,4.024814e+00
28-01-21,14:38:32,4.017466e+00
28-01-21,14:39:32,4.011399e+00
28-01-21,14:40:32,4.004013e+00
28-01-21,14:41:32,3.997608e+00
28-01-21,14:42:32,3.991051e+00
28-01-21,14:43:32,3.983402e+00
28-01-21,14:44:32,3.978616e+00
28-01-21,14:45:32,3.971457e+00
28-01-21,14:46:32,3.968329e+00
28-01-21,14:47:32,3.961622e+00
28-01-21,14:48:32,3.956535e+00
28-01-21,14:49:32,3.973039e+00
28-01-21,14:50:32,5.018176e+00
28-01-21,14:51:32,4.504688e+00
28-01-21,14:52:33,3.918589e+00
28-01-21,14:53:33,3.654132e+00
28-01-21,14:54:33,3.575639e+00
28-01-21,14:55:33,3.543730e+00
28-01-21,14:56:33,4.093481e+00
28-01-21,14:57:33,3.477111e+00
28-01-21,14:58:33,3.200996e+00
28-01-21,14:59:33,3.021093e+00
28-01-21,15:00:33,2.914834e+00
28-01-21,15:01:33,2.908614e+00
28-01-21,15:02:33,5.003705e+00
28-01-21,15:03:34,4.461351e+00
28-01-21,15:04:34,3.327935e+00
28-01-21,15:05:34,2.890269e+00
28-01-21,15:06:34,2.728318e+00
28-01-21,15:07:34,2.819812e+00
28-01-21,15:08:34,5.389174e+00
28-01-21,15:09:34,4.636463e+00
28-01-21,15:10:34,3.342508e+00
28-01-21,15:11:34,2.795226e+00
28-01-21,15:12:34,2.678456e+00
28-01-21,15:13:34,2.802250e+00
28-01-21,15:14:34,6.367016e+00
28-01-21,15:15:34,6.154557e+00
28-01-21,15:16:34,4.899936e+00
28-01-21,15:17:34,3.318458e+00
28-01-21,15:18:34,2.721287e+00
28-01-21,15:19:34,2.577924e+00
28-01-21,15:20:35,2.676042e+00
28-01-21,15:21:35,6.257608e+00
28-01-21,15:22:46,7.041660e+00
